name	criterion	diff_prop	variability	origin	flag
Gm16299	2.84274419233438	-0.478252504312162	0.0283034218100267	P	FLAG_significance
Tpx2	2.75472871584897	-0.340778180347008	0.0153033280017876	P	FLAG_significance
Kcnq1	2.01019906617216	0.312604263133563	0.0241830825859675	M	NO_FLAG
Zim1	1.90985419862673	-0.319307311782765	0.0279522839567508	P	NO_FLAG
Trappc9	1.80999773360453	0.148554961036612	0.00673625094323301	M	FLAG_consistency
H13	1.76231739875065	0.164480976708882	0.00871090133472672	M	FLAG_consistency
Bag3	1.63858728672503	0.179179540147208	0.0119574252152628	M	FLAG_consistency
Begain	1.45256817142774	-0.226296841340663	0.0242707913528148	P	NO_FLAG
Nhlrc1	1.32597129457551	-0.141665179482055	0.0114145287882362	P	NO_FLAG
Tgfb1i1	1.27101228655783	0.18673834715237	0.0215857689125903	M	NO_FLAG
Copg2	1.18875381577085	0.0900749543166844	0.00574148524530524	M	NO_FLAG
Fam161a	1.13661551625392	0.107324817721632	0.00891606361102099	M	NO_FLAG
Dlx3	1.12806321350362	-0.184169679605812	0.0266544294806921	P	NO_FLAG
Alox5	1.12278987719489	0.143774494536258	0.016397087790603	M	NO_FLAG
Gm6180	1.1031294682223	0.146751212340598	0.0176974389603721	M	NO_FLAG
Pcdhga6	1.09230903978601	0.124081472956846	0.0129039545565533	M	NO_FLAG
Spata24	1.0476713069677	-0.131511478697222	0.0157571337770545	P	NO_FLAG
Lrrn4cl	1.03250156800909	0.181070607242251	0.0307549111263904	M	NO_FLAG
Grp	0.937428690054096	-0.144474705372892	0.0237523811114078	P	NO_FLAG
Tlr12	0.923744796200059	-0.141255117803811	0.0233832231165406	P	NO_FLAG
Obscn	0.923697305153716	0.150707443146159	0.0266201225459338	M	NO_FLAG
Six1	0.916679695983808	-0.152933686243546	0.0278337094419933	P	NO_FLAG
Gm26783	0.905306493373231	0.106204099576798	0.0137623085889431	M	NO_FLAG
Mecom	0.896688829177177	-0.133158426724559	0.0220522949105292	P	NO_FLAG
Gm43231	0.893241140026192	0.123986648470949	0.019266925000661	M	NO_FLAG
Mest	0.867537429865691	0.126756247848291	0.0213482513310947	M	NO_FLAG
0610040F04Rik	0.846825814223826	-0.148198883303898	0.0306268044533331	P	NO_FLAG
Gp5	0.817407273485133	0.117772479108756	0.0207592012117671	M	NO_FLAG
4933427G23Rik	0.811235340097222	0.116833891886561	0.0207416816490516	M	NO_FLAG
Acvr2b	0.810798743580749	0.109374958325813	0.0181974136410665	M	NO_FLAG
B4galt3	0.804623795557315	-0.110724057035098	0.0189364356620712	P	NO_FLAG
Tfpi	0.804341252336824	0.105140077605444	0.0170866097521023	M	NO_FLAG
Ubap1l	0.794753702631785	0.0971114721042696	0.0149305551287774	M	NO_FLAG
Pcdhb12	0.779162251561186	0.112932166591868	0.0210077486405019	M	NO_FLAG
Cobl	0.772366373027376	0.121697482546451	0.0248265558148159	M	NO_FLAG
Pax6os1	0.771745714378317	-0.104405486849144	0.0183019849042657	P	NO_FLAG
Cox4i2	0.763303799257978	-0.113929297015891	0.0222779891038885	P	NO_FLAG
Gm37534	0.75431756262236	-0.132464737877443	0.0308384207855337	P	NO_FLAG
Ap1s3	0.754176542223076	0.0959357940729572	0.0161813707684012	M	NO_FLAG
Gm10544	0.74880265905881	0.12880466700691	0.0295888742742398	M	NO_FLAG
Samsn1	0.746812034435863	0.102101717396964	0.0186914708978003	M	NO_FLAG
Mmp19	0.739774837699622	0.105071180842741	0.0201728897715042	M	NO_FLAG
Shcbp1	0.735825965242516	0.0998666225342543	0.0184200373793602	M	NO_FLAG
Fbxo36	0.734745053280301	0.109004137584596	0.0220096240709484	M	NO_FLAG
Gpr156	0.726473501187884	-0.121501864277627	0.0279721808875508	P	NO_FLAG
C230037L18Rik	0.71537179650467	0.117277611076902	0.0268761213636529	M	NO_FLAG
Gm45151	0.70091064650432	0.11512152629104	0.0269766342769207	M	NO_FLAG
Itga11	0.694349804992059	0.103987524977266	0.0224287901465047	M	NO_FLAG
Chrac1	0.690515514795931	0.110298039561423	0.025514596514739	M	NO_FLAG
Myl6b	0.68680232936157	-0.104818332800207	0.0232922249905532	P	NO_FLAG
0610010K14Rik	0.669507047751855	0.110588927194672	0.0272843105442325	M	NO_FLAG
Bnipl	0.668326026433696	-0.108500831369993	0.0263565998860863	P	NO_FLAG
Hic2	0.667743897819773	-0.091315158917664	0.0187010461820314	P	NO_FLAG
9930012K11Rik	0.652688082638611	0.0987150745572345	0.0228747096196508	M	NO_FLAG
Gm17066	0.650810097267611	0.093615890118156	0.0206914333916096	M	NO_FLAG
Fcgr1	0.644767248606396	-0.106651236530736	0.0273606148109023	P	NO_FLAG
Gm26202	0.643223743420201	-0.0861477960278529	0.0179375947357676	P	NO_FLAG
Dmc1	0.636317737867718	0.105674373440863	0.0275798121366918	M	NO_FLAG
Gm18782	0.613151570349553	0.0845955152740541	0.0190352677677255	M	NO_FLAG
B9d1os	0.612976660559001	0.105097842785751	0.0293967775578741	M	NO_FLAG
Trim30a	0.596103742847478	0.0920045806819874	0.023821834508892	M	NO_FLAG
Gm43154	0.577388918579199	0.0995713005410955	0.0297393498759279	M	NO_FLAG
Cebpd	0.484152283153047	-0.0902233626682215	0.0347275424134148	P	NO_FLAG
