name	criterion	diff_prop	variability	origin
Sgce	18.9604681627025	-0.997752995558794	0.00276915947686887	P
Peg12	16.6212387233258	-0.98654633629763	0.00352296397291279	P
Mkrn3	14.9176166325622	-0.988349533824501	0.00438957263176791	P
Kcnq1ot1	14.7639696210172	-0.997942107329128	0.00456882380112257	P
Zrsr1	14.398957660276	-0.988332094298747	0.00471133176494917	P
Airn	12.9832788740596	-0.992761695127742	0.00584684058141992	P
Gm9801	12.82255805668	-0.993049898021101	0.00599781124479957	P
Peg10	11.7853430026936	-0.997625470299977	0.00716556769823342	P
Gm38393	11.5560498545263	-0.996875175231151	0.00744153876713537	P
Magel2	10.7027942016063	-0.990028917180804	0.00855660354716507	P
Mirg	10.6807157746491	0.981537929135555	0.00844526840350609	M
Usp29	10.4954661688332	-0.983037943272329	0.00877277712181589	P
Peg13	10.3546496920559	-0.998389904465613	0.00929671548236709	P
Gm44831	10.2347449495492	-1	0.00954653899831308	P
Gm37899	9.27453342920167	0.996065205226062	0.0115343040944464	M
Inpp5f	9.2257762764764	-0.787493388584063	0.00728598033997527	P
Gm44562	9.16402720069519	-0.973919571078553	0.0112946674143215	P
Meg3	9.09569268851307	0.984442701877928	0.01171411086888	M
Plagl1	9.00492905914754	-0.988037042877105	0.0120388738249954	P
Dlk1	8.99508984074458	-0.963801131235405	0.011480580622263	P
Gm44559	8.56773853268886	-0.990592033692472	0.0133677173267178	P
Rian	8.53589939188117	0.986850264892513	0.013366076693995	M
Gm16574	8.36338376094494	-0.982526560967577	0.0138014446753512	P
Rasgrf1	8.13524224944885	-0.930307588207581	0.0130771211491857	P
Nnat	8.09613123706971	-0.895699565875496	0.0122396683065053	P
Zdbf2	7.7928353319877	-0.968551276167883	0.0154473588873382	P
Snrpn	7.35029564097641	-0.996401048948679	0.0183763281344747	P
Snhg14	7.20730213689324	-0.986536881302698	0.0187361862403697	P
Peg3	6.74339090513365	-0.979332031776725	0.0210912950603473	P
Ndn	6.73292848174251	-0.988757771092342	0.0215661100465894	P
Nap1l5	6.61835100249888	-0.992104144077699	0.022470613776079	P
9330162G02Rik	6.50475946929686	-0.884191567538847	0.0184769487205935	P
Kcnk9	6.40682563718402	0.972059769263863	0.0230197248933931	M
A330076H08Rik	6.35789252615288	-0.958291013300185	0.0227179147863737	P
Gm16044	6.33722852038093	-0.847670506689999	0.0178918566355022	P
A230057D06Rik	6.26638286631794	-0.954931575396408	0.0232225900398829	P
Cdkn1c	6.1954583423622	0.954269616405321	0.0237244039576664	M
A230006K03Rik	5.62651932079221	-0.909621402560685	0.026136155878987	P
Mcts2	5.59998168971652	-0.785469391124274	0.0196736670589049	P
Slc38a4	5.15605092563915	-0.859742892480436	0.0278037126867684	P
Gnas	5.11812054384303	-0.907321504350992	0.0314268887158203	P
H19	5.09275385385058	0.955657862864007	0.0352127142632127	M
Commd1	4.93165608777031	-0.449735638683994	0.00831627882302705	P
Mest	4.78331981155451	-0.539318463584316	0.0127125226562629	P
H13	4.74071048126815	0.331744520678795	0.00489689340101898	M
Impact	4.53294830821044	-0.904921320584229	0.039852916391546	P
Ago2	4.45495787030003	0.365972760844853	0.00674854769965515	M
A230103L15Rik	4.44073059913498	-0.962927344182261	0.0470195192955801	P
Gm3257	4.36808380317828	-0.958715868026355	0.0481723582464445	P
Copg2	4.00060744364326	0.286730631580578	0.00513684315308789	M
Igf2r	3.97747939482097	0.32866675080209	0.00682803385584486	M
Blcap	2.71110157191792	0.243533343373504	0.00806910347096786	M
Trappc9	2.66562076820219	0.232044369598099	0.00757783846462924	M
BC034090	2.27636416510754	0.34686608775796	0.0232188231420262	M
Adam23	2.07671642820821	-0.121713609686187	0.00343497743312498	P
