name	criterion	diff_prop	variability	origin
Grb10	13.5223288828928	1	0.00546886258627851	M
Mcts2	11.8482160427644	-0.975118048592127	0.00677342709455384	P
Snrpn	11.5533024555717	-0.991732529544284	0.0073684617154197	P
Zrsr1	11.5166693781381	-0.99021171236668	0.00739268700738422	P
Sgce	10.6581573088806	-0.978175425967926	0.00842304739604667	P
Rian	10.4353544944504	0.988592521555156	0.00897470594530661	M
Plagl1	10.3779818687535	-0.993593372949208	0.00916624702750804	P
Dlk1	9.50088017236489	-0.988954483655491	0.01083490046902	P
Peg10	8.8686979166338	-0.98550150933396	0.0123479500177905	P
Meg3	8.54326356608311	0.989382479200984	0.0134116070593651	M
Slc38a4	8.22373475884445	-0.956894712833746	0.0135391101296186	P
Gm7162	7.82133693580647	-0.971570574306438	0.0154307386387403	P
Mirg	7.16724305671404	0.982033761270606	0.0187736437358637	M
Airn	7.10733389847166	-0.991937304631564	0.0194784775548286	P
Zdbf2	7.04073328562655	-0.958486652324818	0.0185326000350146	P
H19	7.0170115165267	0.99375542953595	0.0200564770263001	M
Gm16574	6.80854652978846	-0.94823493505108	0.0193964871789801	P
H13	6.72338200427209	0.651478509716372	0.00938911403306008	M
A330076H08Rik	6.10409455981177	-1	0.0268384539599868	P
Gm38393	6.03222368603105	-1	0.0274817968422771	P
Igf2r	5.5304768899006	0.977173794276944	0.0312189620238952	M
Ndn	5.27249977166277	-0.917748917677842	0.0302980461518992	P
Igf2	5.04902326914951	-0.750197188282639	0.0220767998223568	P
Usp29	4.87715938528283	-0.984656850135385	0.0407601633750931	P
Peg13	4.68729537606317	-0.993842328149823	0.0449562766534698	P
Peg3	4.56835155501891	-0.992800979294239	0.0472286312064022	P
Impact	4.34301960312621	-0.787545621318344	0.0328827297450026	P
Cdkn1c	4.27309143295856	0.74643252209554	0.0305138309172979	M
Kcnq1ot1	3.88728180359061	-0.977907976965015	0.0632854578908196	P
Snhg14	3.71469054670907	-0.99134895660694	0.0712209605220434	P
Zim1	3.5051634884623	0.685746155492749	0.0382745598021237	M
Nctc1	2.01882818884412	-0.33571658699543	0.0276532944675402	P
