name	criterion	diff_prop	variability	origin	flag
Aldh1l1	2.57606633968962	-0.292492618962635	0.0128918646263173	P	NO_FLAG
Commd1	1.85744490745643	-0.320902915610447	0.0298480142491501	P	FLAG_significance
Gm29491	1.4788250256794	0.265971513105134	0.0323471978732175	M	NO_FLAG
Asb4	1.35333097780771	0.171343470282719	0.0160297618889894	M	FLAG_consistency
Gm10643	1.30330040799849	-0.192637501994117	0.0218470404845075	P	NO_FLAG
Cbr3	1.23678345036012	-0.205669646233686	0.0276536888263263	P	NO_FLAG
4833422C13Rik	1.23251979022357	-0.208472557391559	0.028609481393905	P	NO_FLAG
Cttnbp2	1.23219123218176	0.224171999072509	0.033098361956876	M	NO_FLAG
Gm12002	1.21683711718391	0.221299896027559	0.033074822540552	M	NO_FLAG
Mrgprh	1.21363619072547	0.20381078992984	0.0282018310892878	M	NO_FLAG
Tuba1b	1.2010782664393	-0.231546671688061	0.0371650283561678	P	NO_FLAG
Nnmt	1.16752765061852	-0.231924983010418	0.039460330408063	P	NO_FLAG
Pfn4	1.16389729687028	-0.240824177959345	0.0428125261338436	P	NO_FLAG
Ing3	1.13334469124398	-0.154118324266547	0.0184920273549209	P	NO_FLAG
Gm16153	1.13079926302352	0.200729523063186	0.0315102226482923	M	NO_FLAG
Sorcs1	1.1244716251257	-0.185279155867418	0.0271491429931709	P	NO_FLAG
Spsb2	1.12311602134145	0.19216407473507	0.0292748819992494	M	NO_FLAG
Pamr1	1.09802763067929	-0.2394040229483	0.0475375013154525	P	NO_FLAG
Rapgef5	1.08823615101002	-0.16401684638778	0.0227159349634737	P	NO_FLAG
Prkar1b	1.05262249947442	-0.227791010939751	0.0468303999278005	P	NO_FLAG
C130050O18Rik	1.04924358680299	0.245960835740289	0.054951464766062	M	NO_FLAG
Lrsam1	1.03675723814478	-0.174063404857357	0.0281877750412092	P	NO_FLAG
Pappa	1.03078662872101	0.165921482618864	0.0259100163464022	M	NO_FLAG
D430040D24Rik	1.02661851373237	0.186083499318742	0.0328547029508838	M	NO_FLAG
Bola1	0.991476882891265	0.165421738160068	0.0278368426288438	M	NO_FLAG
4930479D17Rik	0.988688995813158	-0.197885389370849	0.0400597337642186	P	NO_FLAG
Vsig10l	0.98114769395543	0.176923520600709	0.0325163935123578	M	NO_FLAG
Tmem86b	0.980738138784834	-0.167301410615455	0.0291000058794023	P	NO_FLAG
Azin2	0.973182081051919	0.16687322781975	0.0294025586916518	M	NO_FLAG
9430038I01Rik	0.971472013276681	-0.13668237410737	0.019795407206043	P	NO_FLAG
Rap1gap	0.970859692820386	-0.137644190698065	0.0201003135217564	P	NO_FLAG
Prdm9	0.969365727554184	-0.17232722995802	0.0316033042563658	P	NO_FLAG
Zkscan4	0.967828193005566	-0.165120312959697	0.0291074706425093	P	NO_FLAG
Mchr1	0.936412989721426	-0.204687901794204	0.0477803678915609	P	NO_FLAG
Lmo1	0.932742904080913	0.158664112415051	0.0289356675173312	M	NO_FLAG
Dok1	0.920032403638218	-0.171679382540916	0.0348201019432594	P	NO_FLAG
Layn	0.913039647506296	0.18965421452381	0.0431465150080794	M	NO_FLAG
Avpr1a	0.912251810262324	-0.156036852766807	0.0292566702272427	P	NO_FLAG
Mdfi	0.907000501077625	0.207842548776904	0.05251143239893	M	NO_FLAG
Gm28192	0.899254240993399	-0.206247037308735	0.0526029921264312	P	NO_FLAG
Tmem45a	0.891340978847899	0.218970644413218	0.0603509410090907	M	NO_FLAG
Fermt3	0.877116469671197	0.166624449401361	0.0360880090448724	M	NO_FLAG
Fxyd3	0.863154049831547	0.184392378259009	0.0456361823223915	M	NO_FLAG
4930520O04Rik	0.859534485579973	-0.164149522023407	0.0364714166929324	P	NO_FLAG
Pcdhb14	0.810849976139724	-0.15870525246121	0.0383090677891604	P	NO_FLAG
A530064N14Rik	0.810339043319569	0.152041010219722	0.0352036718776464	M	NO_FLAG
Gm15627	0.776977652359835	0.146784723983513	0.0356898453152809	M	NO_FLAG
