name	criterion	diff_prop	variability	origin	flag
Hepacam2	3.14178190428916	0.630431665234566	0.0402646538149791	M	FLAG_significance
Col22a1	2.36729272808879	0.37940668632541	0.0256865650821374	M	FLAG_significance
Cpa4	2.29434692252118	0.354271314394375	0.0238426104401802	M	FLAG_significance
Tpx2	1.99135695877167	-0.272761826945788	0.0187615601150085	P	NO_FLAG
Klhdc10	1.7314802462385	0.124725623629666	0.00518891176450759	M	FLAG_consistency
Tgfb1i1	1.6256643118088	0.265417778332368	0.0266562022982635	M	NO_FLAG
Rtl1	1.59369140716889	-0.24892330470257	0.0243962263446283	P	FLAG_consistency
Bcl2l1	1.54127004630707	-0.144529818548764	0.00879341233763815	P	FLAG_consistency
Chrac1	1.48923706394909	0.282156295373438	0.0358964760764533	M	NO_FLAG
Igf2r	1.44372146024952	0.145248211435755	0.0101217303286898	M	NO_FLAG
Npy4r	1.4117192849794	0.266953921363837	0.0357582218472278	M	NO_FLAG
Grb7	1.40478555329911	0.213201261183225	0.0230334755503876	M	NO_FLAG
Cobl	1.3763548605018	0.0995535648116009	0.0052318199541686	M	FLAG_consistency
Slc16a10	1.32336108294775	0.218635596582536	0.0272951211343892	M	NO_FLAG
Nhlrc1	1.32148785091788	-0.142444451170078	0.0116188922145667	P	FLAG_consistency
Acrbp	1.27879297634051	-0.137958767353311	0.0116385298856138	P	NO_FLAG
Zfp831	1.25626074754838	0.196351547652116	0.0244291905461303	M	NO_FLAG
Smim17	1.23093960773147	0.129133905594168	0.0110054316330478	M	FLAG_consistency
Wars	1.2191323224746	-0.107366479130252	0.00775596305309192	P	NO_FLAG
Adam23	1.21369832987132	-0.103023249068571	0.00720524870056031	P	FLAG_consistency
Kcne4	1.18903598100088	-0.17237188317135	0.0210156515482315	P	NO_FLAG
Wdr25	1.17801624026034	-0.166922189632121	0.0200782376619499	P	NO_FLAG
A930038B10Rik	1.12436261352779	0.149269894709561	0.0176251028630193	M	NO_FLAG
Ghrh	1.08513219600992	0.226718691968537	0.0436525236288414	M	NO_FLAG
Maml1	1.07915547632184	-0.110661577083178	0.0105153969705696	P	NO_FLAG
Dnaic2	1.05691202501929	0.149001438872826	0.0198748219367654	M	NO_FLAG
4932422M17Rik	1.03426966830066	-0.173704371755127	0.0282068065947947	P	NO_FLAG
Gm26876	1.02579071020527	-0.179624767164183	0.0306630190651	P	NO_FLAG
Bcas1os2	1.01747718729572	0.154392268522347	0.0230251111512888	M	NO_FLAG
Gabra5	0.968710462208029	-0.0742146046121143	0.00586936037394045	P	NO_FLAG
Cracr2b	0.966195189412271	-0.176462424178922	0.0333560595526685	P	NO_FLAG
Tspan14	0.959921856961185	0.124587827980477	0.0168453278652773	M	NO_FLAG
Pnma1	0.956247403067208	-0.097463819391708	0.0103883438313272	P	NO_FLAG
Mmp11	0.953398409395914	-0.145139410387369	0.0231751131320492	P	NO_FLAG
Gabrd	0.944068317625254	-0.165892405211913	0.0308777865919922	P	NO_FLAG
Gm20715	0.932646092268737	0.129717981955168	0.0193449057221661	M	NO_FLAG
Pgls	0.928878771344152	0.116113948029518	0.0156261039341384	M	NO_FLAG
Bcl2l12	0.926458995751801	0.169710051591002	0.0335554236081573	M	NO_FLAG
Ppp4r1l-ps	0.923757918323532	0.0771763227101521	0.00697994201441529	M	NO_FLAG
Slc45a3	0.920949214979148	-0.129994161156486	0.0199239905795433	P	NO_FLAG
2810414N06Rik	0.919992089921063	-0.135145566601311	0.0215792039770081	P	NO_FLAG
1600012H06Rik	0.915039564643005	-0.0871703711172249	0.00907523844764161	P	NO_FLAG
Ankrd34c	0.914569988772887	-0.134127852695156	0.0215081992719355	P	NO_FLAG
Potegl	0.91417130576779	-0.191469759693353	0.043867735232746	P	NO_FLAG
4933417D19Rik	0.910708305753324	0.117089451242266	0.0165301557819072	M	NO_FLAG
Tmem178b	0.903553862693239	0.14040237113833	0.0241457550681242	M	NO_FLAG
Zbtb42	0.898923384187239	-0.145699150591633	0.0262705208612641	P	NO_FLAG
8030453O22Rik	0.894020961058167	0.143555152755048	0.0257835176930582	M	NO_FLAG
Phactr2	0.883174475068753	0.101454137123553	0.0131961275684747	M	NO_FLAG
F2rl2	0.88282339223352	0.119402624745328	0.0182927956570297	M	NO_FLAG
Adgrd1	0.88006128707118	-0.122886556585643	0.0194976789699338	P	NO_FLAG
Degs2	0.875672688003214	-0.0860295253640184	0.00965186958010452	P	NO_FLAG
Tefm	0.873887286327209	-0.128584337731808	0.021650368994902	P	NO_FLAG
Fam135b	0.860479433338432	0.0868631537758488	0.0101903757429438	M	NO_FLAG
4430402I18Rik	0.859262623988795	-0.0923765899482562	0.0115577157705734	P	NO_FLAG
Gm10941	0.857847871127503	-0.1453819737887	0.0287210667226359	P	NO_FLAG
Rnf225	0.850788764873387	0.12433732622518	0.0213579495147291	M	NO_FLAG
Tnc	0.846958049299969	0.141160526004064	0.02777811275041	M	NO_FLAG
Gm44065	0.845790664210533	-0.101130823931423	0.0142968814767264	P	NO_FLAG
Gm29093	0.842569835842546	0.155363752929166	0.0340006791755804	M	NO_FLAG
Cenpp	0.838814940611111	-0.127445523334177	0.023084307741157	P	NO_FLAG
Pcdhga6	0.832887745453239	0.0883243674059992	0.0112457422880944	M	NO_FLAG
1700010I14Rik	0.831163356602713	0.123381615797024	0.0220357649037612	M	NO_FLAG
Kif20a	0.825417267573302	-0.132557574773967	0.0257906328860591	P	NO_FLAG
Ier5l	0.823917253071352	-0.164376684631728	0.0398027646914591	P	NO_FLAG
Gm26781	0.820796447377744	-0.0990315680244223	0.0145571506009915	P	NO_FLAG
Hspb1	0.813351700545445	0.108258430009463	0.0177160415860617	M	NO_FLAG
Gm4673	0.813154675534179	0.130576742781558	0.02578608055279	M	NO_FLAG
Gm43311	0.812146541993391	0.149192348062642	0.0337461551847115	M	NO_FLAG
Zfp418	0.806774645986943	0.113794429594948	0.0198947059056162	M	NO_FLAG
Pcdhb20	0.800268152965647	-0.104565113270433	0.01707271363681	P	NO_FLAG
Mfsd2b	0.771730840122967	-0.0986651014862304	0.0163453950659427	P	NO_FLAG
Nup37	0.769250867201249	-0.124671842024709	0.0262664126855233	P	NO_FLAG
Batf3	0.767455716042672	-0.120994660277385	0.0248556862844722	P	NO_FLAG
Elovl1	0.767400027287643	0.0933467284706635	0.0147963495645508	M	NO_FLAG
Dnase2a	0.76674501701956	0.111008167511242	0.0209608042679198	M	NO_FLAG
Mill2	0.763390792638289	-0.114186708718749	0.0223736724238112	P	NO_FLAG
Bend5	0.75808051440462	0.140236527064157	0.0342209158627248	M	NO_FLAG
Gm16758	0.755927540803675	-0.144653090710403	0.0366180402813384	P	NO_FLAG
1110020A21Rik	0.750836613894353	-0.147709425935136	0.0387012984110147	P	NO_FLAG
Nsl1	0.737723403079498	0.103446778934284	0.0196628661499526	M	NO_FLAG
Adrm1	0.734982437949162	-0.111261984599941	0.0229160457505808	P	NO_FLAG
Gstm2	0.732728452963307	-0.120344191349678	0.0269751677251821	P	NO_FLAG
Lrfn2	0.726033028716982	0.0817577954958055	0.0126807689403904	M	NO_FLAG
Myo1h	0.725861622952231	-0.123869666212163	0.0291220714994312	P	NO_FLAG
Gm45713	0.725351644851808	0.118343583920757	0.0266190305224146	M	NO_FLAG
Pou3f1	0.721936400157016	0.0893536131174862	0.0153188568438982	M	NO_FLAG
Pcdhb12	0.719393720176433	0.101702292459194	0.0199861066251229	M	NO_FLAG
M5C1000I18Rik	0.71182173673361	-0.126136486083865	0.0314006736190292	P	NO_FLAG
Dok1	0.711105703642825	0.115296121183657	0.0262882132882361	M	NO_FLAG
E130102H24Rik	0.702926411506083	-0.116061790697187	0.0272620688689977	P	NO_FLAG
Gm42727	0.701009057177135	0.124541941740194	0.0315634165425817	M	NO_FLAG
Gm44769	0.700752994448751	0.10875742861245	0.0240872897698134	M	NO_FLAG
Tpt1	0.700242686138323	0.126220664711857	0.0324910512404775	M	NO_FLAG
Gm17484	0.697987509215324	0.119330189213714	0.0292284211811858	M	NO_FLAG
B3gnt5	0.697286343488283	-0.110085482322614	0.024925149969037	P	NO_FLAG
Gm42901	0.690107392270887	0.105358682849339	0.0233081232681695	M	NO_FLAG
Rapgef4os3	0.687278410357402	0.108394038257805	0.0248739862380712	M	NO_FLAG
Gm43339	0.674629997172935	0.125597824123245	0.0346603493139846	M	NO_FLAG
Myo1a	0.67204262661212	-0.0986816937974974	0.0215615287255314	P	NO_FLAG
Gm43808	0.671533668490874	-0.133831349681415	0.0397173379571425	P	NO_FLAG
2900052L18Rik	0.670904823597186	-0.13724489120636	0.0418475990419773	P	NO_FLAG
Rflna	0.667978916313237	-0.124668368018176	0.0348326919424408	P	NO_FLAG
Gm17509	0.665700904189681	0.134768292528498	0.0409842656994396	M	NO_FLAG
Pdzk1ip1	0.656471422067871	0.0985073143795499	0.0225167293824325	M	NO_FLAG
Catsper2	0.65338482037801	0.112393415591584	0.0295899109182711	M	NO_FLAG
Gm37447	0.649826210750236	-0.122596469506404	0.0355927445863429	P	NO_FLAG
Prss30	0.648992033998362	0.117602424775376	0.0328362701744139	M	NO_FLAG
Pgam2	0.643966902932387	-0.108646588207592	0.028464600411051	P	NO_FLAG
Gm45591	0.641115982907178	0.111430805633826	0.0302090684378587	M	NO_FLAG
Lbhd2	0.640988266561616	-0.103819512210547	0.0262335949454713	P	NO_FLAG
Ggact	0.636019903618565	-0.124977236166263	0.038611832980135	P	NO_FLAG
Zfp469	0.63310029413748	-0.0986614950780259	0.0242856847969185	P	NO_FLAG
Ptafr	0.623651505021533	0.117633742823405	0.0355778648823024	M	NO_FLAG
Rasl10a	0.61924684491548	0.108297440604575	0.0305850208629081	M	NO_FLAG
Smap1	0.587023422287971	-0.111192616847605	0.0358790588467555	P	NO_FLAG
Dbr1	0.58395399467938	0.102287283877232	0.0306821667414487	M	NO_FLAG
Gm37776	0.569112823504555	0.10918773707918	0.0368087430837041	M	NO_FLAG
Nrap	0.56178561369615	-0.0922350392462511	0.0269557020139302	P	NO_FLAG
