name	criterion	diff_prop	variability
Rnf149	0.895139873113705	-0.070396971026906	0.0061848068423571
Wnt11	0.86520865244842	-0.138630902120732	0.0256731046369522
L3mbtl1	0.734729670848472	-0.0783256794484003	0.0113645746291005
Gm16754	0.730850481994017	-0.102884065784882	0.0198170571307489
Slc13a5	0.730044906444632	0.0870964146269624	0.0142331623897915
Eef1b2	0.723932802848814	-0.0760193428806598	0.0110268561925522
Rfx5	0.717591113301155	0.0655526543408967	0.00834500228570701
Xpo1	0.717198523580603	0.0754243674397973	0.0110597313934943
Cdk5rap1	0.716967855441713	-0.0886717842665707	0.01529577635888
Tmem209	0.716903196073191	0.0705069229737405	0.00967258356818011
Tesk2	0.713321442736566	0.0829167673456798	0.0135118297817459
Tnfrsf13b	0.703986371584498	-0.111283828452758	0.0249882367901064
Aste1	0.697290741243299	-0.0843972663666422	0.0146497078141645
Pigl	0.695481270784132	-0.0830332678326005	0.014253889327811
Matn2	0.695396074587371	-0.120221170989668	0.0298880401509899
Crh	0.694910161096888	-0.104589155115737	0.0226524919813461
Gm42471	0.694749163004826	-0.112259657265984	0.0261090674054864
Otulin	0.694233880371456	-0.111821167929374	0.0259439703257126
Slc30a2	0.694179234480077	-0.0855702425065269	0.0151950554510255
4930598N05Rik	0.693913573173701	-0.12545922340585	0.0326884572892854
Pzp	0.693584981027682	-0.121226968280552	0.0305491497778594
Zfp143	0.686912005031949	-0.0603725241268083	0.00772460808662294
Gm15751	0.686566597756708	-0.102375419490121	0.0222344324003822
Pcdha2	0.685850126398905	0.10727978704537	0.0244668105668592
P2ry2	0.685059376771149	-0.118677471738255	0.0300109774929006
Fam161a	0.684344488411525	0.0774981805023474	0.0128242939721289
Zswim3	0.680081016252978	-0.0699443687679268	0.0105775285436119
Zscan12	0.677068869876859	-0.0776462527638047	0.0131515006270706
Ehbp1	0.676066098702758	0.0571472990463936	0.00714517879492511
Slc25a29	0.672915762314309	-0.0775757765993226	0.013290179947512
Misp3	0.671937323330313	-0.10900565203675	0.0263172498813909
Nmnat1	0.666707414482571	0.0538780567719985	0.00653060290562278
Pirt	0.665874361060148	0.0978862883174053	0.0216102174074934
Zfp54	0.665129040854292	0.12306806407645	0.0342356767486046
Zfp821	0.663687755343486	0.0775689533419622	0.0136599230358232
Myom3	0.661933943077544	-0.118176499743695	0.0318737338312028
Trnau1ap	0.661158845781219	0.0753826990746662	0.0129996524341138
H3f3aos	0.660137055489617	-0.132242840154355	0.0401306424551554
Zyx	0.657751400590359	-0.0771881401796883	0.0137713840771263
BC049715	0.651991543157728	0.107053515784667	0.0269598793377456
4930405A21Rik	0.651976340432564	0.0998238479603576	0.0234425549041507
Gm44985	0.651413540608817	0.114550678010439	0.030923010261535
Adamts17	0.65043848193527	0.0805799003981445	0.0153476185746761
Otud1	0.648856809497199	-0.0884830306724099	0.0185961159481222
Snx31	0.647252714435968	0.12807401451272	0.0391538330537735
1110002E22Rik	0.642812870133605	0.109493959234634	0.0290142395817758
Gm26770	0.642528565489218	-0.126052088983237	0.0384871022977461
Trhr	0.642328118176409	0.11843258797487	0.0339960587719988
Dnajb6	0.641611838923457	0.123277657378226	0.0369167965527557
Rbp2	0.640445287418306	0.104110311399923	0.0264255127105701
Zfp954	0.640225761053002	0.070319788845948	0.0120639304795744
Gm28151	0.638911028678633	-0.100161398113775	0.0245764973066712
Rad51	0.637980067856306	-0.0940771106353361	0.0217447150166151
Fam13a	0.636839251078158	0.0554398222245492	0.00757851321183242
Abhd15	0.636094316063887	-0.126781589171877	0.0397254982255055
Wnk4	0.635887941446582	0.113802686252692	0.0320290345665656
Polr1b	0.635638884892827	0.0617086404327407	0.00942477610843987
Kif18a	0.635223550057513	-0.0749039667822613	0.0139045345112339
Gpx4	0.634390367034781	0.113765383558675	0.0321593388142378
Ap4b1	0.634368945559811	0.0747976172736119	0.0139024613804101
Nlrp5-ps	0.633658880604146	-0.121075094120087	0.0365088857966067
Zfp729b	0.633557413864629	-0.0800776061277356	0.0159753436302422
Pim1	0.632872740530017	0.0821490086293984	0.0168489124544221
Gm44550	0.630511957521176	0.0940892837837901	0.0222686387854959
Leng1	0.627496997486834	0.0870632532810521	0.0192506978906412
Rhebl1	0.62723527669596	-0.0874556704380654	0.0194408386289671
Tmem86b	0.626464210829551	0.0855312226229629	0.0186404687604359
Gm37581	0.624579233542478	0.110983819214906	0.0315750648257385
Cbx2	0.621190619629862	0.0823763177064721	0.017585510144791
Ubtd2	0.620664226016569	-0.0849543471949702	0.0187351763680794
Deup1	0.620638971942145	0.0913985374607972	0.0216870463111055
Arhgap10	0.619033621396705	0.0934677766202301	0.0227979265005374
Dnajc22	0.618625231593347	0.0861486446907836	0.0193928500781179
Insc	0.617655091693121	0.0860406766372563	0.0194050864713303
Ndufa4l2	0.615826251377641	-0.0991676244888314	0.0259312483211068
